episode_index,profit_base,episode_trade_count_base,total_fees_base,episode_max_dd_base,termination_reason_x,profit_per_trade_base,profit_other,episode_trade_count_other,total_fees_other,episode_max_dd_other,termination_reason_y,profit_per_trade_other,scenario,delta_profit,delta_profit_per_trade,delta_trade_count,delta_total_fees,delta_episode_max_dd
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,125.85336729607582,820,118.59569422957385,0.2645452518976468,max_steps_reached,0.1534797162147266,candidate__minimal_signal,-500.36130672479146,-0.597377207071685,-14,-117.66555250923743,0.012568892834605438
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,76.6840531615216,564,76.21018394728519,0.24445154198678026,max_steps_reached,0.1359646332651092,candidate__minimal_signal,50.193622316149515,0.0976282644584926,-127,-6.062037523740983,-0.09613511583763296
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,97.95264624536873,630,92.35292578822283,0.2557810479647779,max_steps_reached,0.15548039086566465,candidate__minimal_signal,-77.8128688480491,-0.10607543516620713,-42,-23.508488207504996,0.004818052672375839
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,119.46330792453506,797,114.38213264088273,0.25441408836954715,max_steps_reached,0.14989122700694488,candidate__minimal_signal,-466.89218020948834,-0.5651764414491812,-23,-115.0134553094833,0.013066326453855553
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,129.44088363204963,568,92.8970353977862,0.26283549368914505,max_steps_reached,0.2278888796338902,candidate__minimal_signal,-58.965110723486475,-0.07946184525279187,-45,-19.535158945465582,0.006876518541831467
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,72.41995803987095,484,65.47083980638868,0.23962206035442563,max_steps_reached,0.1496280124790722,candidate__minimal_signal,-25.733512968048785,-0.05109483211790067,-5,-10.161203688460787,0.021117381986574285
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,123.41797602893797,804,113.74846087941152,0.24513060897701677,max_steps_reached,0.15350494530962433,candidate__minimal_signal,-401.61504959472205,-0.49229213417827233,-9,-104.14669792749423,0.017021359917135853
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,90.28849470299815,515,72.226154346861,0.23620160364745565,max_steps_reached,0.17531746544271484,candidate__minimal_signal,17.971252900503828,0.04286830463228569,-31,-5.679721472124157,0.002701937342951488
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,161.1261154475639,644,106.5543461821009,0.2447830231382352,max_steps_reached,0.2501958314403166,candidate__minimal_signal,-37.800021192105135,-0.03978395957960912,-42,-16.79591694950618,-0.03007688722625318
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,126.23093444991969,629,97.43487880402004,0.25454539654932334,max_steps_reached,0.20068511041322684,candidate__minimal_signal,-42.11120537578927,-0.049080675678329466,-45,-18.908969461890734,0.00293213269575221
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,104.1630345271588,416,64.39363045702058,0.2411801507170502,max_steps_reached,0.2503919099210548,candidate__minimal_signal,6.168577886628384,0.02818225767495411,-25,-4.772933376335601,0.01796595464056891
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,96.23540955898312,383,58.866620144770515,0.23119399070337426,max_steps_reached,0.25126738788246245,candidate__minimal_plus_entry_filter,-38.23474401509566,-0.06889964443677277,-37,-12.649169830186203,0.011124231414036595
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,73.31192067444971,721,92.97444806728166,0.2986386265923955,max_steps_reached,0.10168088859146977,candidate__minimal_plus_entry_filter,-552.9027533464175,-0.6491760346949419,-113,-143.28679867152962,0.046662267529354096
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,51.835048955933985,519,67.43053169854265,0.24643301267267193,max_steps_reached,0.09987485347964159,candidate__minimal_plus_entry_filter,25.344618110561896,0.06153848467302497,-172,-14.84168977248352,-0.0941536451517413
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,96.75962818069581,597,88.39256969789295,0.30094635882612203,max_steps_reached,0.16207642911339332,candidate__minimal_plus_entry_filter,-79.00588691272202,-0.09947939691847846,-75,-27.468844297834877,0.04998336353371996
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,75.97227956355698,702,91.19047599910994,0.26748430248712257,max_steps_reached,0.10822262046090739,candidate__minimal_plus_entry_filter,-510.3832085704664,-0.6068450479952188,-118,-138.2051119512561,0.026136540571430972
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,120.4380304226134,528,85.15777889141245,0.3242638624035377,max_steps_reached,0.2281023303458587,candidate__minimal_plus_entry_filter,-67.96796393292271,-0.07924839454082339,-85,-27.27441545183933,0.06830488725622413
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,45.03100696956977,444,56.932424430002825,0.2286882803826068,max_steps_reached,0.10142118686840039,candidate__minimal_plus_entry_filter,-53.12246403834996,-0.09930165772857248,-45,-18.699619064846644,0.01018360201475546
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,56.2667404239499,713,89.37930334523021,0.28517114122531084,max_steps_reached,0.07891548446556788,candidate__minimal_plus_entry_filter,-468.7662851997101,-0.5668815950223288,-100,-128.51585546167553,0.05706189216542992
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,53.514640275487636,469,63.02584267085131,0.25281831970653673,max_steps_reached,0.11410371060871564,candidate__minimal_plus_entry_filter,-18.802601527006686,-0.018345450201713506,-77,-14.88003314813384,0.019318653402032565
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,115.25659402470922,615,96.31689857150239,0.3184038403029989,max_steps_reached,0.18740909597513694,candidate__minimal_plus_entry_filter,-83.66954261495982,-0.10257069504478877,-71,-27.033364560104687,0.04354392993851053
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,101.81395214774994,601,90.78089834298471,0.3089644753695237,max_steps_reached,0.16940757428910141,candidate__minimal_plus_entry_filter,-66.52818767795901,-0.08035821180245489,-73,-25.562949922926066,0.05735121151595257
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,107.11167178050778,398,62.7896108588368,0.23887211429218577,max_steps_reached,0.2691248034686125,candidate__minimal_plus_entry_filter,9.117215139977361,0.0469151512225118,-43,-6.3769529745193765,0.015657918215704475
