time,open,high,low,close,volume_usd,open_interest_open,open_interest_high,open_interest_low,open_interest_close,funding_rate_open,funding_rate_high,funding_rate_low,funding_rate_close,funding_rate_oi_weight_open,funding_rate_oi_weight_high,funding_rate_oi_weight_low,funding_rate_oi_weight_close,funding_rate_vol_weight_open,funding_rate_vol_weight_high,funding_rate_vol_weight_low,funding_rate_vol_weight_close,global_long_short_account_ratio_global_account_long_percent,global_long_short_account_ratio_global_account_short_percent,global_long_short_account_ratio_global_account_long_short_ratio,top_long_short_account_ratio_top_account_long_percent,top_long_short_account_ratio_top_account_short_percent,top_long_short_account_ratio_top_account_long_short_ratio,top_long_short_position_ratio_top_position_long_percent,top_long_short_position_ratio_top_position_short_percent,top_long_short_position_ratio_top_position_long_short_ratio,liquidation_long_liquidation_usd,liquidation_short_liquidation_usd,liquidation_aggregated_aggregated_long_liquidation_usd,liquidation_aggregated_aggregated_short_liquidation_usd,ask_bids_bids_usd,ask_bids_bids_quantity,ask_bids_asks_usd,ask_bids_asks_quantity,aggregated_ask_bids_aggregated_bids_usd,aggregated_ask_bids_aggregated_bids_quantity,aggregated_ask_bids_aggregated_asks_usd,aggregated_ask_bids_aggregated_asks_quantity
2023-04-08,0.08217,0.0838,0.08,0.0813,611270577.0272,251671582,255067166,231253934,236639495,0.002264,0.01,-0.006057,0.005175,0.00590913,0.01509321,0.00316002,0.00734739,,,,,78.62,21.38,3.68,81.67,18.33,4.46,62.24,37.76,1.65,154851.096478,43130.579938,158658.50063,45669.423898,,,,,,,,
2023-04-09,0.08129,0.08393,0.08102,0.08313,545505428.5575,236639495,242434685,232191411,234235051,0.005175,0.01,-0.003101,0.01,0.00734739,0.01890003,-0.00471099,0.00800198,,,,,81.19,18.81,4.32,82.59,17.41,4.74,62.22,37.78,1.65,84439.240445,263486.413484,84796.096675,286362.926847,,,,,,,,
2023-04-10,0.08314,0.08538,0.08216,0.08471,484404591.9442,234235051,235723595,223042148,223059723,0.01,0.01,0.007006,0.01,0.00800198,0.01664255,0.00618231,0.00929852,,,,,79.79,20.21,3.95,80.38,19.62,4.1,62.43,37.57,1.66,49168.64126,303990.948559,50980.88399,335335.517508,,,,,,,,
2023-04-11,0.0847,0.08574,0.08352,0.08406,484972431.766,223059723,228639980,218096567,219232214,0.01,0.01,0.00807,0.01,0.00929852,0.01526608,-0.0104197,0.0138042,,,,,78.52,21.48,3.66,77.96,22.04,3.54,63.5,36.5,1.74,152013.386802,92641.095276,152174.911502,105415.609041,,,,,,,,
2023-04-12,0.08406,0.08478,0.07998,0.08343,693345842.233,219232214,219971916,203045877,210364787,0.01,0.01,0.003552,0.01,0.0138042,0.01716401,0.00280638,0.00450292,,,,,77.61,22.39,3.47,77.07,22.93,3.36,64.27,35.73,1.8,432508.013264,114020.728137,509415.490959,116385.382177,,,,,,,,
2023-04-13,0.08343,0.08888,0.08281,0.08731,874002593.9245,210364787,256365272,208117067,255280520,0.01,0.01,0.009851,0.01,0.00450292,0.01532978,0.00441951,0.00967155,,,,,79.34,20.66,3.84,78.13,21.87,3.57,63.4,36.6,1.73,60325.867798,398224.248147,60636.889298,628911.500728,,,,,,,,
2023-04-14,0.0873,0.0915,0.08507,0.08869,1158028979.4493,255280520,268951471,239701975,248135858,0.01,0.034297,0.01,0.01,0.00967155,0.03621438,0.00414038,0.00856299,,,,,68.97,31.03,2.22,65.35,34.65,1.89,61.73,38.27,1.61,1733923.350327,984169.32326,1849951.912531,1130262.199041,,,,,,,,
2023-04-15,0.08868,0.09064,0.0871,0.08891,459870400.0311,248135858,256150266,237431110,240801470,0.01,0.028316,0.01,0.01,0.00856299,0.02643546,0.00404275,0.0128736,,,,,67.18,32.82,2.05,64.11,35.89,1.79,64.82,35.18,1.84,68620.829882,98131.80778,71211.856609,103515.17152,,,,,,,,
2023-04-16,0.0889,0.09196,0.08762,0.09045,613968840.0967,240801470,263380784,238034564,254015334,0.01,0.028448,0.01,0.025456,0.0128736,0.02398358,0.00600672,0.01737225,,,,,67.78,32.22,2.1,65.6,34.4,1.91,66.08,33.92,1.95,176701.151493,367726.167114,189403.724679,391541.504824,,,,,,,,
2023-04-17,0.09045,0.095,0.08803,0.09141,1734322965.699,254015334,299884502,239348781,264075883,0.025456,0.044842,0.01,0.01,0.01737225,0.03206042,0.00468678,0.00692961,,,,,65.86,34.14,1.93,63.08,36.92,1.71,65.52,34.48,1.9,646770.306758,483321.493876,719395.843631,576751.648767,,,,,,,,
2023-04-18,0.09141,0.09538,0.08974,0.09415,1045731750.1271,264075883,289234080,253715891,267705836,0.01,0.018518,0.01,0.01,0.00692961,0.02912468,0.00572858,0.00788794,,,,,66.16,33.84,1.96,63.49,36.51,1.74,65.1,34.9,1.87,166338.895042,215808.609816,184341.280706,219830.739496,,,,,,,,
2023-04-19,0.09414,0.09415,0.0835,0.08782,1354241632.6986,267705836,267705836,221680990,227774488,0.01,0.01,0.006563,0.008958,0.00788794,0.01763533,-0.00297643,0.00939293,,,,,64.6,35.4,1.83,61.08,38.92,1.57,64.97,35.03,1.86,1441397.085536,894548.195537,1904853.81554,958624.795594,,,,,,,,
2023-04-20,0.08782,0.09353,0.08238,0.08386,2591222713.5667,227774488,289600791,209134988,213376263,0.008958,0.01,-0.00536,-0.00161,0.00939293,0.01319446,-0.01290663,0.00231432,,,,,82.6,17.4,4.75,83.82,16.18,5.18,65.26,34.74,1.88,1114918.766834,436813.719697,1338978.306584,646380.071718,,,,,,,,
2023-04-21,0.08386,0.08467,0.07589,0.07837,982345365.0862,213376263,216618451,176940574,178487193,-0.00161,0.01,-0.009465,-0.008867,0.00231432,0.01373624,-0.01126808,-0.01064749,,,,,84.61,15.39,5.5,84.43,15.57,5.42,61.44,38.56,1.59,593368.800826,38696.682347,951240.775085,38696.682347,,,,,,,,
2023-04-22,0.07837,0.08096,0.07811,0.08025,395599737.3629,178487193,184272014,175496092,182719910,-0.008867,0.01,-0.009365,0.009236,-0.01064749,0.00840172,-0.0107424,0.0083538,,,,,84.76,15.24,5.56,85.47,14.53,5.88,59.1,40.9,1.45,483.4219,109711.168585,503.40662,118378.782995,,,,,,,,
2023-04-23,0.08025,0.08082,0.07626,0.07873,425106133.6305,182719910,182719910,165446324,166882223,0.009236,0.01,0.000165,0.001875,0.0083538,0.00857097,0.00061688,0.00153227,0.00474091,0.00816971,-0.00002418,0.00080554,83.9,16.1,5.21,82.99,17.01,4.88,57.16,42.84,1.33,254872.829958,29921.685782,323440.98937,30001.837382,,,,,,,,
2023-04-24,0.07873,0.08004,0.07708,0.07869,429493658.0907,166882223,168165691,159245743,163370383,0.001875,0.01,-0.001746,-0.001746,0.00153227,0.0148947,-0.0009736,0.00115825,0.00080554,0.01821438,-0.00447239,-0.00099817,85.46,14.54,5.88,85.21,14.79,5.76,56.82,43.18,1.32,357717.798522,176655.130316,365115.442662,199408.250422,,,,,,,,
2023-04-25,0.0787,0.07994,0.07743,0.07974,366645211.815,163370383,166194103,157955522,165921737,-0.001746,0.01,-0.006327,0.01,0.00115825,0.01313167,-0.00487587,0.0077905,-0.00099817,0.01785403,-0.00941544,0.0065666,85.59,14.41,5.94,85.16,14.84,5.74,56.88,43.12,1.32,61132.363061,64660.787767,63280.015261,65482.752743,,,,,,,,
2023-04-26,0.07974,0.08357,0.07452,0.07853,818791874.0902,165921737,179259339,149006034,153162587,0.01,0.01,-0.007997,-0.007997,0.0077905,0.01192,-0.008166,-0.008166,0.0065666,0.014597,-0.007943,-0.007943,82.99,17.01,4.88,82.69,17.31,4.78,56.77,43.23,1.31,1477745.82302,575051.833297,1767390.99162,621821.709109,,,,,,,,
2023-04-27,0.07853,0.08097,0.07832,0.0801,504809478.3647,153162587,157349554,150273900,154089963,-0.007997,0.01,-0.010218,0.007044,-0.008166,0.012144,-0.013622,0.00669,-0.007943,0.012266,-0.016489,0.006423,84.8,15.2,5.58,84.22,15.78,5.34,57.96,42.04,1.38,110452.120555,256469.540574,112830.936535,257523.606529,,,,,,,,
2023-04-28,0.08009,0.08072,0.07893,0.08029,268658797.8888,154089963,157054542,153190185,156954721,0.007044,0.01,0.004972,0.01,0.00669,0.009226,0.00198,0.00617,0.006423,0.008975,0.001455,0.0062,69.65,30.35,2.3,65.76,34.24,1.92,59.06,40.94,1.44,42604.938398,6733.96266,42630.708698,6733.96266,,,,,,,,
2023-04-29,0.08029,0.08192,0.08013,0.08153,253141012.7392,156954721,165287058,156617578,165094996,0.01,0.01,0.003543,0.006081,0.00617,0.013297,0.001373,0.007317,0.0062,0.015699,0.001915,0.006775,69.22,30.78,2.25,65.55,34.45,1.9,59.35,40.65,1.46,58287.800192,65440.769471,59799.657932,72432.550561,,,,,,,,
